BRAND,LIFESTAGE,PREMIUM_CUSTOMER,TOTAL_SALES,TOTAL_UNITS,UNIQUE_CUSTOMERS,TRANSACTIONS,BRAND_TOTAL_SALES,SEG_SHARE_OF_BRAND,AVG_SPEND_PER_CUSTOMER
Cobs,YOUNG SINGLES/COUPLES,Budget,2006.3999999999999,528,281,290,70569.79999999999,0.028431425340584786,7.140213523131672
Cobs,YOUNG SINGLES/COUPLES,Mainstream,6144.599999999999,1617,822,864,70569.79999999999,0.0870712401055409,7.475182481751824
Cobs,YOUNG SINGLES/COUPLES,Premium,1694.8,446,226,242,70569.79999999999,0.024015938829357604,7.499115044247787
Doritos,MIDAGE SINGLES/COUPLES,Budget,4553.6,1023,443,532,241890.90000000002,0.018825015740567337,10.27900677200903
Doritos,MIDAGE SINGLES/COUPLES,Mainstream,11117.65,2465,1070,1291,241890.90000000002,0.045961423104383003,10.390327102803738
Doritos,MIDAGE SINGLES/COUPLES,Premium,7054.35,1590,690,836,241890.90000000002,0.0291633542229162,10.223695652173914
Doritos,NEW FAMILIES,Budget,2934.85,643,301,342,241890.90000000002,0.012132949193210656,9.75033222591362
Doritos,NEW FAMILIES,Mainstream,2371.7000000000003,523,231,274,241890.90000000002,0.009804833501384303,10.267099567099569
Doritos,NEW FAMILIES,Premium,1387.0,313,144,166,241890.90000000002,0.005733989993009244,9.631944444444445
Doritos,OLDER FAMILIES,Budget,20164.95,4572,1796,2347,241890.90000000002,0.08336382228517071,11.2277004454343
Doritos,OLDER FAMILIES,Mainstream,12477.75,2822,1090,1449,241890.90000000002,0.05158420593747015,11.447477064220184
Doritos,OLDER FAMILIES,Premium,10480.2,2477,815,1066,241890.90000000002,0.04332614414184246,12.85914110429448
Doritos,OLDER SINGLES/COUPLES,Budget,16794.600000000002,3755,1564,1952,241890.90000000002,0.06943047464786811,10.738235294117649
Doritos,OLDER SINGLES/COUPLES,Mainstream,17292.600000000002,3870,1589,2008,241890.90000000002,0.07148925403973444,10.88269351793581
Doritos,OLDER SINGLES/COUPLES,Premium,16898.25,3758,1564,1957,241890.90000000002,0.06985897361165715,10.804507672634271
Doritos,RETIREES,Budget,14951.6,3327,1407,1739,241890.90000000002,0.06181133725989692,10.626581378820186
Doritos,RETIREES,Mainstream,19646.95,4403,1936,2319,241890.90000000002,0.08122236099001656,10.148217975206611
Doritos,RETIREES,Premium,12173.85,2659,1184,1409,241890.90000000002,0.050327854417011965,10.281967905405406
Doritos,YOUNG FAMILIES,Budget,17214.25,3879,1509,1996,241890.90000000002,0.07116534768360445,11.407720344599072
Doritos,YOUNG FAMILIES,Mainstream,11026.35,2527,1000,1307,241890.90000000002,0.045583980215874176,11.02635
Doritos,YOUNG FAMILIES,Premium,9691.1,2172,854,1126,241890.90000000002,0.04006392964762213,11.347892271662763
Doritos,YOUNG SINGLES/COUPLES,Budget,7347.400000000001,1652,789,899,241890.90000000002,0.030374850810840754,9.312294043092523
Doritos,YOUNG SINGLES/COUPLES,Mainstream,21705.9,4747,2167,2540,241890.90000000002,0.08973425622873783,10.016566682048916
Doritos,YOUNG SINGLES/COUPLES,Premium,4606.0,1039,499,570,241890.90000000002,0.019041642327181384,9.230460921843687
French,MIDAGE SINGLES/COUPLES,Budget,153.0,51,25,26,7929.0,0.019296254256526674,6.12
French,MIDAGE SINGLES/COUPLES,Mainstream,243.0,81,42,43,7929.0,0.03064699205448354,5.785714285714286
French,MIDAGE SINGLES/COUPLES,Premium,258.0,86,48,48,7929.0,0.03253878168747635,5.375
French,NEW FAMILIES,Budget,81.0,27,14,14,7929.0,0.01021566401816118,5.785714285714286
French,NEW FAMILIES,Mainstream,72.0,24,15,15,7929.0,0.009080590238365494,4.8
French,NEW FAMILIES,Premium,15.0,5,3,3,7929.0,0.0018917896329928112,5.0
French,OLDER FAMILIES,Budget,828.0,276,138,142,7929.0,0.10442678774120318,6.0
French,OLDER FAMILIES,Mainstream,474.0,158,79,82,7929.0,0.05978055240257284,6.0
French,OLDER FAMILIES,Premium,330.0,110,58,59,7929.0,0.04161937192584184,5.689655172413793
French,OLDER SINGLES/COUPLES,Budget,471.0,157,87,87,7929.0,0.05940219447597427,5.413793103448276
French,OLDER SINGLES/COUPLES,Mainstream,567.0,189,102,104,7929.0,0.07150964812712826,5.5588235294117645
French,OLDER SINGLES/COUPLES,Premium,528.0,176,92,95,7929.0,0.06659099508134696,5.739130434782608
French,RETIREES,Budget,420.0,140,74,76,7929.0,0.05297010972379872,5.675675675675675
French,RETIREES,Mainstream,531.0,177,96,96,7929.0,0.06696935300794551,5.53125
French,RETIREES,Premium,318.0,106,54,56,7929.0,0.0401059402194476,5.888888888888889
French,YOUNG FAMILIES,Budget,726.0,242,118,123,7929.0,0.09156261823685206,6.1525423728813555
French,YOUNG FAMILIES,Mainstream,513.0,171,83,89,7929.0,0.06469920544835414,6.180722891566265
French,YOUNG FAMILIES,Premium,384.0,128,64,66,7929.0,0.04842981460461597,6.0
French,YOUNG SINGLES/COUPLES,Budget,363.0,121,71,71,7929.0,0.04578130911842603,5.112676056338028
French,YOUNG SINGLES/COUPLES,Mainstream,429.0,143,76,78,7929.0,0.0541051835035944,5.644736842105263
French,YOUNG SINGLES/COUPLES,Premium,225.0,75,42,45,7929.0,0.028376844494892167,5.357142857142857
Grain,MIDAGE SINGLES/COUPLES,Budget,716.4,199,101,106,43048.8,0.016641578859341026,7.093069306930693
Grain,MIDAGE SINGLES/COUPLES,Mainstream,2116.8,588,291,307,43048.8,0.04917210235825389,7.274226804123712
Grain,MIDAGE SINGLES/COUPLES,Premium,1386.0,385,186,200,43048.8,0.03219601940123766,7.451612903225806
Grain,NEW FAMILIES,Budget,468.0,130,65,68,43048.8,0.010871383174443887,7.2
Grain,NEW FAMILIES,Mainstream,414.0,115,59,61,43048.8,0.0096169928081619,7.016949152542373
Grain,NEW FAMILIES,Premium,374.40000000000003,104,50,54,43048.8,0.00869710653955511,7.488
Grain,OLDER FAMILIES,Budget,3510.0,975,469,505,43048.8,0.08153537380832915,7.484008528784648
Grain,OLDER FAMILIES,Mainstream,2419.2000000000003,675,313,345,43048.8,0.05619668840943302,7.729073482428116
Grain,OLDER FAMILIES,Premium,1623.6000000000001,451,224,240,43048.8,0.03771533701287841,7.248214285714286
Grain,OLDER SINGLES/COUPLES,Budget,3038.4,844,415,438,43048.8,0.07058036460946647,7.32144578313253
Grain,OLDER SINGLES/COUPLES,Mainstream,2908.8,808,401,424,43048.8,0.06756982773038969,7.253865336658355
Grain,OLDER SINGLES/COUPLES,Premium,3081.6,856,417,449,43048.8,0.07158387690249204,7.3899280575539565
Grain,RETIREES,Budget,2462.4,684,337,359,43048.8,0.057200200702458605,7.306824925816024
Grain,RETIREES,Mainstream,3704.4,1029,513,540,43048.8,0.08605117912694431,7.221052631578948
Grain,RETIREES,Premium,2188.8,609,299,315,43048.8,0.05084462284662987,7.320401337792643
Grain,YOUNG FAMILIES,Budget,3038.4,844,411,439,43048.8,0.07058036460946647,7.392700729927007
Grain,YOUNG FAMILIES,Mainstream,1846.8,513,258,263,43048.8,0.04290015052684395,7.158139534883721
Grain,YOUNG FAMILIES,Premium,1724.4,479,232,245,43048.8,0.040056865696604785,7.432758620689656
Grain,YOUNG SINGLES/COUPLES,Budget,1324.8,368,191,198,43048.8,0.030774376986118075,6.936125654450262
Grain,YOUNG SINGLES/COUPLES,Mainstream,3798.0,1055,555,576,43048.8,0.08822545576183308,6.8432432432432435
Grain,YOUNG SINGLES/COUPLES,Premium,903.6,251,134,139,43048.8,0.020990132129118582,6.7432835820895525
Grnwves,MIDAGE SINGLES/COUPLES,Budget,164.3,53,25,26,8568.4,0.01917510853835022,6.572
Grnwves,MIDAGE SINGLES/COUPLES,Mainstream,279.0,90,47,48,8568.4,0.03256150506512301,5.9361702127659575
Grnwves,MIDAGE SINGLES/COUPLES,Premium,257.3,83,45,45,8568.4,0.03002894356005789,5.717777777777778
Grnwves,NEW FAMILIES,Budget,80.60000000000001,26,14,14,8568.4,0.009406657018813316,5.757142857142858
Grnwves,NEW FAMILIES,Mainstream,49.6,16,9,9,8568.4,0.0057887120115774245,5.511111111111111
Grnwves,NEW FAMILIES,Premium,37.2,12,7,7,8568.4,0.004341534008683068,5.314285714285715
Grnwves,OLDER FAMILIES,Budget,995.1,321,161,166,8568.4,0.11613603473227208,6.180745341614907
Grnwves,OLDER FAMILIES,Mainstream,585.9,189,93,99,8568.4,0.06837916063675832,6.3
Grnwves,OLDER FAMILIES,Premium,449.5,145,72,74,8568.4,0.05246020260492041,6.243055555555555
Grnwves,OLDER SINGLES/COUPLES,Budget,620.0,200,104,104,8568.4,0.0723589001447178,5.961538461538462
Grnwves,OLDER SINGLES/COUPLES,Mainstream,592.1,191,100,100,8568.4,0.06910274963820551,5.921
Grnwves,OLDER SINGLES/COUPLES,Premium,511.5,165,86,88,8568.4,0.05969609261939219,5.9476744186046515
Grnwves,RETIREES,Budget,344.1,111,62,62,8568.4,0.04015918958031838,5.550000000000001
Grnwves,RETIREES,Mainstream,709.9,229,125,127,8568.4,0.08285094066570188,5.6792
Grnwves,RETIREES,Premium,353.40000000000003,114,62,63,8568.4,0.041244573082489154,5.7
Grnwves,YOUNG FAMILIES,Budget,765.7,247,123,125,8568.4,0.08936324167872649,6.225203252032521
Grnwves,YOUNG FAMILIES,Mainstream,406.1,131,68,68,8568.4,0.04739507959479016,5.972058823529412
Grnwves,YOUNG FAMILIES,Premium,468.1,151,76,80,8568.4,0.05463096960926194,6.15921052631579
Grnwves,YOUNG SINGLES/COUPLES,Budget,241.8,78,45,45,8568.4,0.028219971056439943,5.373333333333334
Grnwves,YOUNG SINGLES/COUPLES,Mainstream,403.0,130,70,70,8568.4,0.047033285094066575,5.757142857142857
